0.377728, 0.268532
0.836543, 0.571825
0.837184, 0.740226
0.567705, 0.597644
0.101230, 0.660543
0.372600, 0.378582
0.497971, 0.536027
0.308969, 0.601794
0.569384, 0.585009
0.142552, 0.754357
0.560778, 0.036042
0.967223, 0.481216
0.381481, 0.759606
0.671102, 0.450972
0.670949, 0.490097
0.545274, 0.044496
0.444594, 0.374615
0.222510, 0.178564
0.547319, 0.888943
0.441542, 0.547075
0.058077, 0.363201
0.298898, 0.234931
0.808405, 0.610828
0.132633, 0.787317
0.640950, 0.693167
0.535569, 0.801813
0.430525, 0.316385
0.781182, 0.568133
0.258065, 0.546953
0.570391, 0.430921
0.753685, 0.481948
0.478500, 0.631916
0.181341, 0.686941
0.659230, 0.923215
0.144688, 0.271493
0.522691, 0.358318
0.132115, 0.323710
0.645009, 0.187780
0.734031, 0.293283
0.898587, 0.475234
0.342540, 0.124088
0.603015, 0.273263
0.708548, 0.263344
0.886258, 0.640645
0.286447, 0.496445
0.300668, 0.455855
0.174810, 0.299844
0.275460, 0.459273
0.042421, 0.653768
0.910245, 0.310404
0.778283, 0.337779
0.365337, 0.878811
0.906827, 0.546770
0.667226, 0.047761
0.592151, 0.666066
0.527726, 0.578722
0.359203, 0.193487
0.735069, 0.761895
0.414014, 0.260353
0.530992, 0.312967
0.616596, 0.963652
0.029084, 0.371990
0.648732, 0.632221
0.550798, 0.757744
0.039491, 0.614673
0.559648, 0.417982
0.126347, 0.767632
0.194403, 0.412671
0.478561, 0.454237
0.251808, 0.848720
0.098209, 0.701376
0.920469, 0.427046
0.167089, 0.413160
0.036775, 0.587024
0.367473, 0.150212
0.677114, 0.228431
0.406415, 0.192389
0.478256, 0.676656
0.509598, 0.530564
0.303659, 0.820276
0.355205, 0.757347
0.305094, 0.721061
0.893521, 0.552202
0.236946, 0.133274
0.293405, 0.663625
0.307321, 0.694632
0.332987, 0.251015
0.795892, 0.369366
0.605945, 0.508621
0.187262, 0.521928
0.313883, 0.326975
0.290201, 0.384686
0.271981, 0.241493
0.216285, 0.489181
0.331797, 0.545946
0.659658, 0.174902
0.733329, 0.166997
0.764245, 0.434736
0.158818, 0.498215
0.290353, 0.947356
0.362774, 0.540056
0.191076, 0.204535
0.219001, 0.647328
0.538713, 0.061556
0.378430, 0.691824
0.191168, 0.682638
0.815577, 0.367779
0.834773, 0.794214
0.177099, 0.724601
0.053499, 0.472488
0.538865, 0.248299
0.259011, 0.715537
0.384198, 0.344035
0.727927, 0.086367
0.079775, 0.595874
0.950774, 0.500290
0.538011, 0.279519
0.724784, 0.702872
0.585803, 0.481094
0.676138, 0.408704
0.347575, 0.822840
0.118473, 0.633198
0.686331, 0.828455
0.717643, 0.942808
0.571154, 0.328623
0.029786, 0.492752
0.097629, 0.313089
0.665487, 0.432875
0.317698, 0.785363
0.466659, 0.318003
0.434797, 0.300363
0.895962, 0.387341
0.013733, 0.527451
0.223060, 0.679434
0.420484, 0.147740
0.804102, 0.287912
0.610004, 0.484390
0.106510, 0.792871
0.709708, 0.628895
0.570879, 0.020722
0.220130, 0.345622
0.186346, 0.347911
0.305521, 0.124821
0.033509, 0.379040
0.246651, 0.252663
0.222480, 0.640492
0.176092, 0.414960
0.501938, 0.482650
0.469619, 0.319102
0.064882, 0.420789
0.645070, 0.381054
0.592578, 0.261635
0.157567, 0.818415
0.415021, 0.952757
0.533494, 0.568346
0.555895, 0.547105
0.522111, 0.820948
0.543352, 0.147710
0.634602, 0.929930
0.308725, 0.279641
0.839351, 0.859828
0.849605, 0.776849
0.654469, 0.496200
0.534196, 0.111606
0.604572, 0.422193
0.663411, 0.607013
0.816706, 0.559587
0.437941, 0.608753
0.251564, 0.774895
0.597186, 0.211035
0.855251, 0.781152
0.581774, 0.615802
0.568285, 0.851253
0.168554, 0.455855
0.313456, 0.729820
0.412122, 0.422254
0.167547, 0.264199
0.497543, 0.164495
0.751762, 0.658773
0.203681, 0.171209
0.260445, 0.893277
0.510178, 0.558000
0.884457, 0.498856
0.364177, 0.673391
0.437788, 0.345561
0.688742, 0.951415
0.311655, 0.211341
0.417341, 0.446944
0.444594, 0.825404
0.590320, 0.698050
0.293771, 0.870571
0.186285, 0.186285
0.588397, 0.945036
0.379131, 0.486007
0.673544, 0.879086
0.580737, 0.153050
0.007263, 0.422102
0.672445, 0.655232
0.350658, 0.297281
0.662893, 0.141240
0.507675, 0.019013
0.390942, 0.911740
0.077517, 0.430128
0.218329, 0.627766
0.641316, 0.683370
0.384777, 0.070894
0.322459, 0.094516
0.328471, 0.085086
0.613147, 0.615375
0.409650, 0.443709
0.572222, 0.489456
0.825556, 0.205573
0.444868, 0.455580
0.137547, 0.749687
0.522477, 0.554308
0.239509, 0.809198
0.439467, 0.030091
0.815149, 0.284890
0.414319, 0.870571
0.507462, 0.059664
